Keyword,Code URL,Repository,File Path
fairness algorithm,https://github.com/pingcap/tidb/blob/af44de3abbb25dd1c9864c6dc261a6763e7f7626/docs/design/2022-11-25-global-resource-control.md,pingcap/tidb,docs/design/2022-11-25-global-resource-control.md
fairness algorithm,https://github.com/raspberrypi/linux/blob/f364e0eb8f973e1aa24a3c451d18e84247a8efcd/net/sched/Kconfig,raspberrypi/linux,net/sched/Kconfig
fairness algorithm,https://github.com/zeromq/libzmq/blob/3e08ecc0124a130220f4c8c046e5ba7f919b32df/src/fq.cpp,zeromq/libzmq,src/fq.cpp
fairness toolkit,https://github.com/tensorflow/tfx/blob/d8b5e31f34b4b90684584b9d1b78e3a4f3ae5261/docs/guide/fairness_indicators.md,tensorflow/tfx,docs/guide/fairness_indicators.md
fairness toolkit,https://github.com/dssg/hitchhikers-guide/blob/7f526adfe3fab27508775a21aa85a6eeb207063f/sources/curriculum/skills/ethics_bias_fairness.md,dssg/hitchhikers-guide,sources/curriculum/skills/ethics_bias_fairness.md
fairness toolkit,https://github.com/SE-ML/awesome-seml/blob/4206c9e6c39bef01f40b33d99c970fccb83b365b/readme.md,SE-ML/awesome-seml,readme.md
fairness toolkit,https://github.com/khangich/machine-learning-interview/blob/968a286650c964f8583b73b3e0864475b86f22b6/appliedml.md,khangich/machine-learning-interview,appliedml.md
fairness toolkit,https://github.com/mlr-org/mlr3book/blob/daed59ae3c3ee91bcabf3e49f3f49ab8e2f99b29/book/chapters/chapter14/algorithmic_fairness.qmd,mlr-org/mlr3book,book/chapters/chapter14/algorithmic_fairness.qmd
fairness toolkit,https://github.com/ahastudio/til/blob/c6744bf00461cb388eb7b69ab3a34c97fd64abda/machine-learning/ai-fairness-360.md,ahastudio/til,machine-learning/ai-fairness-360.md
fairness toolkit,https://github.com/linkedin/LiFT/blob/b1cef85363e0e4cdf1e60d4e4792b33e88444243/README.md,linkedin/LiFT,README.md
fairness toolkit,https://github.com/aws/amazon-sagemaker-examples/blob/720198bc25bc68b25a77c3c5a1e7f55ee1bd8e5a/sagemaker-clarify/fairness_and_explainability/fairness_and_explainability_byoc.ipynb,aws/amazon-sagemaker-examples,sagemaker-clarify/fairness_and_explainability/fairness_and_explainability_byoc.ipynb
fairness toolkit,https://github.com/Trusted-AI/AIF360/blob/2572fcbfd0267c80cacdec7babf0c32c9c75ba5f/setup.py,Trusted-AI/AIF360,setup.py
fairness toolkit,https://github.com/EbookFoundation/free-programming-books/blob/0cd36b58b8127c491e3d6f1fd0a750841c04a483/courses/free-courses-en.md,EbookFoundation/free-programming-books,courses/free-courses-en.md
tensorflow fairness,https://github.com/tensorflow/tensorboard/blob/98a83803ee79ab3b67193507b530ea9467fe4419/docs/fairness-indicators.md,tensorflow/tensorboard,docs/fairness-indicators.md
tensorflow fairness,https://github.com/google-research/google-research/blob/d4806d2af200f9f5fe26727f4a5cfb1f685b43d1/postproc_fairness/models_lib.py,google-research/google-research,postproc_fairness/models_lib.py
tensorflow fairness,https://github.com/tensorflow/tfx/blob/d8b5e31f34b4b90684584b9d1b78e3a4f3ae5261/docs/guide/fairness_indicators.md,tensorflow/tfx,docs/guide/fairness_indicators.md
tensorflow fairness,https://github.com/google-deepmind/deepmind-research/blob/f5de0ede8430809180254ee957abf36ed62579ef/counterfactual_fairness/README.md,google-deepmind/deepmind-research,counterfactual_fairness/README.md
tensorflow fairness,https://github.com/https-deeplearning-ai/machine-learning-engineering-for-production-public/blob/ad48891892215dcadb3e79597b006c4cd417ee89/course3/week4-ungraded-lab/C3_W4_Lab_3_Fairness_Indicators.ipynb,https-deeplearning-ai/machine-learning-engineering-for-production-public,course3/week4-ungraded-lab/C3_W4_Lab_3_Fairness_Indicators.ipynb
tensorflow fairness,https://github.com/EbookFoundation/free-programming-books/blob/0cd36b58b8127c491e3d6f1fd0a750841c04a483/courses/free-courses-en.md,EbookFoundation/free-programming-books,courses/free-courses-en.md
tensorflow fairness,https://github.com/tensorflow/tensorflow/blob/eca4c36692a0f04f085ac6c01209e3f0ad915f49/tensorflow/python/BUILD,tensorflow/tensorflow,tensorflow/python/BUILD
tensorflow fairness,https://github.com/facebookresearch/vissl/blob/94def58538d3c7037f5e093196494331eea1a2a2/projects/fairness_indicators/label_associations_indicator1.md,facebookresearch/vissl,projects/fairness_indicators/label_associations_indicator1.md
tensorflow fairness,https://github.com/aws/amazon-sagemaker-examples/blob/720198bc25bc68b25a77c3c5a1e7f55ee1bd8e5a/index.rst,aws/amazon-sagemaker-examples,index.rst
tensorflow fairness,https://github.com/ylongqi/openrec/blob/a00de2345844858194ef43ab6845342114a5be93/tf1_tutorials/OpenRec_Basics_Diversity_and_Fairness.ipynb,ylongqi/openrec,tf1_tutorials/OpenRec_Basics_Diversity_and_Fairness.ipynb
ibm fairness,https://github.com/kubernetes/website/blob/9d663cd5cfff2e2dabd17c21968782b230496868/content/en/blog/_posts/2020-04-06-API-Priority-and-Fairness-Alpha.md,kubernetes/website,content/en/blog/_posts/2020-04-06-API-Priority-and-Fairness-Alpha.md
ibm fairness,https://github.com/EbookFoundation/free-programming-books/blob/0cd36b58b8127c491e3d6f1fd0a750841c04a483/courses/free-courses-en.md,EbookFoundation/free-programming-books,courses/free-courses-en.md
ibm fairness,https://github.com/torvalds/linux/blob/89cdf9d556016a54ff6ddd62324aa5ec790c05cc/mm/memcontrol.c,torvalds/linux,mm/memcontrol.c
ibm fairness,https://github.com/The-Art-of-Hacking/h4cker/blob/8e0097a56b0108102efcd6cb0091bd77023f81d3/ai_research/AI%20Security%20Best%20Practices/threat-modeling.md,The-Art-of-Hacking/h4cker,ai_research/AI Security Best Practices/threat-modeling.md
ibm fairness,https://github.com/Trusted-AI/AIF360/blob/2572fcbfd0267c80cacdec7babf0c32c9c75ba5f/setup.py,Trusted-AI/AIF360,setup.py
ibm fairness,https://github.com/thechangelog/transcripts/blob/520560c1dd68b84733048e583e8c752c44f9dc5f/practicalai/practical-ai-91.md,thechangelog/transcripts,practicalai/practical-ai-91.md
ibm fairness,https://github.com/snipsco/snips-nlu/blob/74b2893c91fc0bafc919a7e088ecb0b2bd611acf/README.rst,snipsco/snips-nlu,README.rst
ibm fairness,https://github.com/perexg/satip-axe/blob/71ce594b6b7b570da716e28d7290119aa0c78a56/kernel/drivers/net/ibm_newemac/mal.c,perexg/satip-axe,kernel/drivers/net/ibm_newemac/mal.c
ibm fairness,https://github.com/grafana/loki/blob/42e81487e1c0ce9e28f1f76fd58b0dce52690bed/CHANGELOG.md,grafana/loki,CHANGELOG.md
ibm fairness,https://github.com/prakhar1989/awesome-courses/blob/e0b02ce4084c3b426304ae03ffcb072f7c8057f3/README.md,prakhar1989/awesome-courses,README.md
microsoft fairness,https://github.com/microsoft/responsible-ai-toolbox/blob/002b1a0605d92f1474e94147f40bf83d09132382/apps/widget/src/app/Fairness.tsx,microsoft/responsible-ai-toolbox,apps/widget/src/app/Fairness.tsx
microsoft fairness,https://github.com/Azure/MachineLearningNotebooks/blob/e7dd826f34c1298389eca731f38bdc777af1dae5/contrib/fairness/fairness_nb_utils.py,Azure/MachineLearningNotebooks,contrib/fairness/fairness_nb_utils.py
microsoft fairness,https://github.com/microsoft/ML-For-Beginners/blob/66f57d692489c12169a1e430e692b666c436de02/1-Introduction/3-fairness/README.md,microsoft/ML-For-Beginners,1-Introduction/3-fairness/README.md
microsoft fairness,https://github.com/fairlearn/fairlearn/blob/142c5580ead67b4f0b4b9f87a9a131af4656c380/fairlearn/metrics/_fairness_metrics.py,fairlearn/fairlearn,fairlearn/metrics/_fairness_metrics.py
microsoft fairness,https://github.com/dotnet/machinelearning/blob/796cb354fbb2e6d1ca6c3c8c6125fe967d37ba73/src/Microsoft.ML.Fairlearn/Reductions/Moment.cs,dotnet/machinelearning,src/Microsoft.ML.Fairlearn/Reductions/Moment.cs
microsoft fairness,https://github.com/tlaplus/tlaplus/blob/c86f3c7d0329a55a659b1f24a3aeafc89f808715/general/docs/microsoft-release.txt,tlaplus/tlaplus,general/docs/microsoft-release.txt
microsoft fairness,https://github.com/skywind3000/kcp/blob/f2aa30ea21a63c9ceeb6393e7d5d0c85a05a52a7/README.en.md,skywind3000/kcp,README.en.md
microsoft fairness,https://github.com/MicrosoftDocs/azure-docs/blob/9528517bda06092ca2d61a3eebfb6b49c8456dff/articles/machine-learning/concept-sourcing-human-data.md,MicrosoftDocs/azure-docs,articles/machine-learning/concept-sourcing-human-data.md
microsoft fairness,https://github.com/snipsco/snips-nlu/blob/74b2893c91fc0bafc919a7e088ecb0b2bd611acf/README.rst,snipsco/snips-nlu,README.rst
microsoft fairness,https://github.com/onnx/onnx/blob/6fa70c5f1d17f75ac9b015e8fad168a1a481bd23/community/sc-election-guidelines.md,onnx/onnx,community/sc-election-guidelines.md
import aequitas,https://github.com/dssg/aequitas/blob/a0012dfcaef0b5d33452451dca955a99f7e7cccf/manage.py,dssg/aequitas,manage.py
import aequitas,https://github.com/pdaian/mevsimulator/blob/bf02250dee9166883effe35e9473ad557846820c/aequitas.py,pdaian/mevsimulator,aequitas.py
import aequitas,https://github.com/DLR-SC/repository-synergy/blob/115e48c37e659b144b2c3b89695483fd1d6dc788/data/readme_files/dssg.aequitas.md,DLR-SC/repository-synergy,data/readme_files/dssg.aequitas.md
import aequitas,https://github.com/dssg/triage/blob/d437b3b685aec3c4783bce208ec2b03105cebfeb/src/triage/component/postmodeling/fairness/aequitas_example.ipynb,dssg/triage,src/triage/component/postmodeling/fairness/aequitas_example.ipynb
import aequitas,https://github.com/pxzhang94/ADF/blob/e175404173258364f9fbbfe392c461d525046801/adf_baseline/aequitas.py,pxzhang94/ADF,adf_baseline/aequitas.py
import aequitas,https://github.com/Coleridge-Initiative/big-data-and-social-science/blob/475cf570998642c5c2c9046e28df87fb2e966911/aequitas-workbook-text.Rmkd,Coleridge-Initiative/big-data-and-social-science,aequitas-workbook-text.Rmkd
import aequitas,https://github.com/alan-turing-institute/DSSG19-DNCP-PUBLIC/blob/1f8b037dd2fd79c9729ece970ba23a7b615acb74/aequitas/README.md,alan-turing-institute/DSSG19-DNCP-PUBLIC,aequitas/README.md
import aequitas,https://github.com/starhawking/python-terrascript/blob/fc6561e4f7c21f74f6a35ec62343d1d368a3b873/terrascript/data/aequitas/transip.py,starhawking/python-terrascript,terrascript/data/aequitas/transip.py
import aequitas,https://github.com/home-assistant/home-assistant.io/blob/3b1fd4e48c25856d9a777331e47ca2f970ab012d/source/_posts/2017-01-14-iss-usps-images-packages.markdown,home-assistant/home-assistant.io,source/_posts/2017-01-14-iss-usps-images-packages.markdown
import aequitas,https://github.com/Bogdanp/dramatiq/blob/2a1c6a8a07930dec607a7881cd43e96120ee2b23/docs/source/changelog.rst,Bogdanp/dramatiq,docs/source/changelog.rst
aequitas,https://github.com/dssg/aequitas/blob/a0012dfcaef0b5d33452451dca955a99f7e7cccf/manage.py,dssg/aequitas,manage.py
aequitas,https://github.com/pdaian/mevsimulator/blob/bf02250dee9166883effe35e9473ad557846820c/aequitas.py,pdaian/mevsimulator,aequitas.py
aequitas,https://github.com/BLCM/BLCMods/blob/f171aaddc1542d7f9368f514900a9817488a7411/Borderlands%202%20mods/PsychoPatate/Skins%20-%20Shields/Aequitas/Aequitas.txt,BLCM/BLCMods,Borderlands 2 mods/PsychoPatate/Skins - Shields/Aequitas/Aequitas.txt
aequitas,https://github.com/g-andrade/aequitas/blob/2149f67b56f16dae1c13da9a55cb19fffc990e10/src/aequitas.erl,g-andrade/aequitas,src/aequitas.erl
aequitas,https://github.com/starhawking/python-terrascript/blob/fc6561e4f7c21f74f6a35ec62343d1d368a3b873/terrascript/data/aequitas/transip.py,starhawking/python-terrascript,terrascript/data/aequitas/transip.py
aequitas,https://github.com/Coleridge-Initiative/big-data-and-social-science/blob/475cf570998642c5c2c9046e28df87fb2e966911/aequitas-workbook-text.Rmkd,Coleridge-Initiative/big-data-and-social-science,aequitas-workbook-text.Rmkd
aequitas,https://github.com/EthicalML/awesome-production-machine-learning/blob/772b0e26a4a4719758d8dc5ddf2e405d4d73003e/README.md,EthicalML/awesome-production-machine-learning,README.md
aequitas,https://github.com/Bogdanp/dramatiq/blob/2a1c6a8a07930dec607a7881cd43e96120ee2b23/CONTRIBUTORS.md,Bogdanp/dramatiq,CONTRIBUTORS.md
aequitas,https://github.com/lfai/lfai-landscape/blob/d536f8cd35bab0b5f92f63d4ebf5fbfdd3bd98b8/hosted_logos/aequitas.svg,lfai/lfai-landscape,hosted_logos/aequitas.svg
aequitas,https://github.com/ml-tooling/best-of-ml-python/blob/75804011107f473be846f4a337d87c7bbb48981a/history/2021-01-13_changes.md,ml-tooling/best-of-ml-python,history/2021-01-13_changes.md
import themis-ml,https://github.com/EthicalML/awesome-production-machine-learning/blob/772b0e26a4a4719758d8dc5ddf2e405d4d73003e/README.md,EthicalML/awesome-production-machine-learning,README.md
import themis-ml,https://github.com/jphall663/awesome-machine-learning-interpretability/blob/d211ecb14de39ef5b970059cef321b969129dc59/archive/README.md.bak,jphall663/awesome-machine-learning-interpretability,archive/README.md.bak
import themis-ml,https://github.com/ls1intum/Themis/blob/b4bdcf7a0f427a0ee891ac1fa883be948dd8b25a/Themis/API/ThemisAPI.swift,ls1intum/Themis,Themis/API/ThemisAPI.swift
import themis-ml,https://github.com/srayagarwal/FairPackage/blob/21d0facfd4313db8602a077c33d89bf4960f1dda/fairness.py,srayagarwal/FairPackage,fairness.py
import themis-ml,https://github.com/ayong8/FairSight/blob/3d8a00f589c2c41084baece40534334dd4dafd4d/app/dataset/views.py,ayong8/FairSight,app/dataset/views.py
import themis-ml,https://github.com/achuthasubhash/Complete-Life-Cycle-of-a-Data-Science-Project/blob/131c2871d2ef4d76036ac8aa4577e38f09d509ab/README.md,achuthasubhash/Complete-Life-Cycle-of-a-Data-Science-Project,README.md
import themis-ml,https://github.com/KenSciResearch/fairMLHealth/blob/a148ed3f9c0fc07a0962a6b947698ff24eae1235/docs/resources/Evaluating_Fairness.md,KenSciResearch/fairMLHealth,docs/resources/Evaluating_Fairness.md
import themis-ml,https://github.com/jphall663/kdd_2019/blob/e64fa2be3e6797493ca04e30830c682c809eb8a8/main.tex,jphall663/kdd_2019,main.tex
import themis-ml,https://github.com/Codartizan/breachin/blob/db21d046f940d52bf930942528c2c7838ce0e3bb/phase1_data_selection/docs/pandas/pandas-None.txt,Codartizan/breachin,phase1_data_selection/docs/pandas/pandas-None.txt
import themis-ml,https://github.com/gcoleman19/undevelopers/blob/e054a303d182bccfc06e5fe5bf5b5c7e4a373a34/05-blocks.Rmd,gcoleman19/undevelopers,05-blocks.Rmd
themis-ml,https://github.com/EthicalML/awesome-production-machine-learning/blob/772b0e26a4a4719758d8dc5ddf2e405d4d73003e/README.md,EthicalML/awesome-production-machine-learning,README.md
themis-ml,https://github.com/jphall663/awesome-machine-learning-interpretability/blob/d211ecb14de39ef5b970059cef321b969129dc59/archive/README.md.bak,jphall663/awesome-machine-learning-interpretability,archive/README.md.bak
themis-ml,https://github.com/andreysharapov/xaience/blob/7bf1a2682c061ddaeed2dd4a0bb32f2b42ed056f/fairml/code,andreysharapov/xaience,fairml/code
themis-ml,https://github.com/krzjoa/awesome-python-data-science/blob/7d98fb1b0201e5eab944f05bf52faeca5cd6cac6/README.md,krzjoa/awesome-python-data-science,README.md
themis-ml,https://github.com/ls1intum/Themis/blob/b4bdcf7a0f427a0ee891ac1fa883be948dd8b25a/docs/admin/themisml/third-party.rst,ls1intum/Themis,docs/admin/themisml/third-party.rst
themis-ml,https://github.com/sdpython/ensae_teaching_cs/blob/2abbc7a20c7437f9ab91d1ec83a6aecdefceb028/_doc/sphinxdoc/source/ml2a/td2a_mlplus_machine_learning_ethique.rst,sdpython/ensae_teaching_cs,_doc/sphinxdoc/source/ml2a/td2a_mlplus_machine_learning_ethique.rst
themis-ml,https://github.com/ayong8/FairSight/blob/3d8a00f589c2c41084baece40534334dd4dafd4d/Pipfile,ayong8/FairSight,Pipfile
themis-ml,https://github.com/KenSciResearch/fairMLHealth/blob/a148ed3f9c0fc07a0962a6b947698ff24eae1235/docs/resources/References_and_Resources.md,KenSciResearch/fairMLHealth,docs/resources/References_and_Resources.md
themis-ml,https://github.com/owenblake38/owen/blob/42b7b8e4630dd12b43bdab8d7f8fc0478e00afcd/scripts/files/starred/he0x,owenblake38/owen,scripts/files/starred/he0x
themis-ml,https://github.com/fla-sil/PyTorrent/blob/68b3f2967064e6958f2ba07c90c2ff07c6e3f60c/Package_Metadata/pypi_packages/themis-ml.json,fla-sil/PyTorrent,Package_Metadata/pypi_packages/themis-ml.json
drivendataorg/deon,https://github.com/drivendataorg/deon/blob/93df9c0c4447c6bc9adc523e1595e66e826f23c1/README.md,drivendataorg/deon,README.md
drivendataorg/deon,https://github.com/ictar/python-doc/blob/bb78df5553811974d919b89a21a780623d873f35/Python%20Weekly/Python_Weekly_Issue_364.md,ictar/python-doc,Python Weekly/Python_Weekly_Issue_364.md
drivendataorg/deon,https://github.com/DPGAlliance/publicgoods-candidates/blob/805b428f7ea5c8f18727f5f096c869df1aa96d29/nominees/deon.json,DPGAlliance/publicgoods-candidates,nominees/deon.json
drivendataorg/deon,https://github.com/i05nagai/memorandum/blob/f404084066e696b9b705ae733ad38a6f3cab6a59/programming/python/deon.md,i05nagai/memorandum,programming/python/deon.md
drivendataorg/deon,https://github.com/brickfrog/zk.justin.vc/blob/3bbbfdc4483bea77a46b37bc384a99e427f5618d/wiki/tiddlers/deon.tid,brickfrog/zk.justin.vc,wiki/tiddlers/deon.tid
drivendataorg/deon,https://github.com/HealerMikado/panorama_big_data_2021/blob/121e66600abb627d4fc5126d4cbe1d5ed299d1ff/lessons/1-lesson-1.5-social-issues.Rmd,HealerMikado/panorama_big_data_2021,lessons/1-lesson-1.5-social-issues.Rmd
drivendataorg/deon,https://github.com/0xDBFB7/hargrave/blob/9092c8db193d7701369b7f878284fe3d7debac1d/meta_documentation/notes.md,0xDBFB7/hargrave,meta_documentation/notes.md
drivendataorg/deon,https://github.com/MLWorkshops/nlp-dealing-with-text-data/blob/ef2cc4fda47f1ad30bb641eae4426f841b588869/Dealing-with-text-data.ipynb,MLWorkshops/nlp-dealing-with-text-data,Dealing-with-text-data.ipynb
drivendataorg/deon,https://github.com/Mario-Kart-Felix/special-octo-guide/blob/5344ab613f0db76c0afc9493a4aade5726eef9cd/STATA,Mario-Kart-Felix/special-octo-guide,STATA
drivendataorg/deon,https://github.com/DPGAlliance/publicgoods-api/blob/454a4e919f7dbfb2b9fade4ac74e11bb65644070/docs/dpg/deon/index.json,DPGAlliance/publicgoods-api,docs/dpg/deon/index.json
fairkit-learn,https://github.com/fla-sil/PyTorrent/blob/68b3f2967064e6958f2ba07c90c2ff07c6e3f60c/Package_Metadata/pypi_packages/fairkit-learn.json,fla-sil/PyTorrent,Package_Metadata/pypi_packages/fairkit-learn.json
fairkit-learn,https://github.com/INSPIRED-GMU/fairkit-learn/blob/1c84e9500f8bf11bc2948d7aea8cd8ec0d1297c8/README.md,INSPIRED-GMU/fairkit-learn,README.md
fairkit-learn,https://github.com/rjslvn/AI-Frameworks-Insights/blob/c3eb0a014314745b84b5bc18b8fe1c3d62f661fc/Multimodal-AI.md,rjslvn/AI-Frameworks-Insights,Multimodal-AI.md
fairkit-learn,https://github.com/elegant-chaos/ad-bias-research/blob/9ca3b67c87518d146795aa9f61aa35be0cba0ed5/models/Models.ipynb,elegant-chaos/ad-bias-research,models/Models.ipynb
fairkit-learn,https://github.com/giordanoDaloisio/MODNESS/blob/7ccb9922f1d5ed2a540939c6b71a1ca0dc73fa7b/Selected_papers.md,giordanoDaloisio/MODNESS,Selected_papers.md
fairkit-learn,https://github.com/kamaal44/Termux-2/blob/c6c419971fde3e1fd8423504963795d3d9fce93e/python/requirements.txt,kamaal44/Termux-2,python/requirements.txt
fairkit-learn,https://github.com/dabi-team/someData/blob/74b8f4f141f9dcc58f17d6f1f6c3408ad7c3a170/data/Software/2205.08809.txt,dabi-team/someData,data/Software/2205.08809.txt
fairkit-learn,https://github.com/kakeith/kakeith.github.io/blob/b46c9a96fe7e904418abcb82b1e5947eead781be/vita/cv.tex,kakeith/kakeith.github.io,vita/cv.tex
fairkit-learn,https://github.com/SunflowerPKU/ICSE22_SC_Data/blob/fbe7604665d66d4f2da466e4954238b74128d171/SupplyChain/torch_packages.csv,SunflowerPKU/ICSE22_SC_Data,SupplyChain/torch_packages.csv
fairkit-learn,https://github.com/gaokai320/PyPI-DLSC/blob/c29481fe50dce9e4c81377f88ae17dfaa763a885/data/torch_package_time.csv,gaokai320/PyPI-DLSC,data/torch_package_time.csv
fat-forensics,https://github.com/fla-sil/PyTorrent/blob/68b3f2967064e6958f2ba07c90c2ff07c6e3f60c/Package_Metadata/pypi_packages/FAT-Forensics.json,fla-sil/PyTorrent,Package_Metadata/pypi_packages/FAT-Forensics.json
fat-forensics,https://github.com/EthicalML/awesome-artificial-intelligence-guidelines/blob/44703d17046ea92ca4397889e54447e4243162a6/README.md,EthicalML/awesome-artificial-intelligence-guidelines,README.md
fat-forensics,https://github.com/fat-forensics/fat-forensics/blob/f6ce0853d328a6eab8d2506cc1122c1a79a4eccc/README.rst,fat-forensics/fat-forensics,README.rst
fat-forensics,https://github.com/andreysharapov/xaience/blob/7bf1a2682c061ddaeed2dd4a0bb32f2b42ed056f/fairml/code,andreysharapov/xaience,fairml/code
fat-forensics,https://github.com/very-good-science/data-ethics-club/blob/a7e79abac98bf070146f84c2c58504c0ea9eee50/site/join_in/join_in.md,very-good-science/data-ethics-club,site/join_in/join_in.md
fat-forensics,https://github.com/MartinThoma/algorithms/blob/a251e9599b685dbf89c891f02d20fefd8538ead5/medium/static-code-analysis/flake8.txt,MartinThoma/algorithms,medium/static-code-analysis/flake8.txt
fat-forensics,https://github.com/marcovirgolin/robust-counterfactuals/blob/bd1a62e3d991890c87c49df9869f2b0bef660da9/setup.py,marcovirgolin/robust-counterfactuals,setup.py
fat-forensics,https://github.com/So-Cool/bLIMEy/blob/2c15d3e9a269e15a06330192b15de8e3ffcaeafe/DAMI_2021/readme.md,So-Cool/bLIMEy,DAMI_2021/readme.md
fat-forensics,https://github.com/mattclifford1/CLIME/blob/7726aa4c598ef22ee329706da2d0dcf169e9d65f/requirements.txt,mattclifford1/CLIME,requirements.txt
fat-forensics,https://github.com/KenSciResearch/fairMLHealth/blob/a148ed3f9c0fc07a0962a6b947698ff24eae1235/docs/resources/References_and_Resources.md,KenSciResearch/fairMLHealth,docs/resources/References_and_Resources.md
import fairness_indicators,https://github.com/tensorflow/tfx/blob/d8b5e31f34b4b90684584b9d1b78e3a4f3ae5261/docs/guide/fairness_indicators.md,tensorflow/tfx,docs/guide/fairness_indicators.md
import fairness_indicators,https://github.com/tensorflow/fairness-indicators/blob/70da8f0bb7f67746c95b29c9c4b3a70e46db62a9/g3doc/tutorials/Facessd_Fairness_Indicators_Example_Colab.ipynb,tensorflow/fairness-indicators,g3doc/tutorials/Facessd_Fairness_Indicators_Example_Colab.ipynb
import fairness_indicators,https://github.com/WeilerWebServices/TensorFlow/blob/36eb6994d36674604973a06159e73187087f51c6/workshops/tfx_labs/Lab_7_Fairness_Indicators.ipynb,WeilerWebServices/TensorFlow,workshops/tfx_labs/Lab_7_Fairness_Indicators.ipynb
import fairness_indicators,https://github.com/facebookresearch/vissl/blob/94def58538d3c7037f5e093196494331eea1a2a2/projects/fairness_indicators/README.md,facebookresearch/vissl,projects/fairness_indicators/README.md
import fairness_indicators,https://github.com/google/eng-edu/blob/3d4af7f854ed662de2d94d0269b13201459d025c/ml/pc/exercises/fairness_text_toxicity_part2.ipynb,google/eng-edu,ml/pc/exercises/fairness_text_toxicity_part2.ipynb
import fairness_indicators,https://github.com/Safikh/coursera-material/blob/8b36af5da5be7c7cb7d560c7d0a90a0085c05412/MLOps%20Specialization/Course%203/Week%204/Fairness_Indicators_Example_Colab.ipynb,Safikh/coursera-material,MLOps Specialization/Course 3/Week 4/Fairness_Indicators_Example_Colab.ipynb
import fairness_indicators,https://github.com/shivashankarrs/gerry/blob/7d84780745064a04864ba00c50e9e14405ef7c66/src/hatespeech/Fairness-TFCO-independent.py,shivashankarrs/gerry,src/hatespeech/Fairness-TFCO-independent.py
import fairness_indicators,https://github.com/VladimerKhasia/ML-in-Notebooks/blob/4f0505650aa6c4f634a202aa98294d80e8bdb227/MLOps/fairness_indicators_tfma.ipynb,VladimerKhasia/ML-in-Notebooks,MLOps/fairness_indicators_tfma.ipynb
import fairness_indicators,https://github.com/liborseda/deeplearning-ai/blob/e1923eb5a620bd5854922e029b2c66ac2e22e5fa/C3_W4_Lab_3_Fairness_Indicators.ipynb,liborseda/deeplearning-ai,C3_W4_Lab_3_Fairness_Indicators.ipynb
import fairness_indicators,https://github.com/tensorflow/model-analysis/blob/a4dc1e75e770156263fd626fc87590ba26b23c47/tensorflow_model_analysis/addons/fairness/post_export_metrics/__init__.py,tensorflow/model-analysis,tensorflow_model_analysis/addons/fairness/post_export_metrics/__init__.py
fairness_indicators,https://github.com/tensorflow/tfx/blob/d8b5e31f34b4b90684584b9d1b78e3a4f3ae5261/docs/guide/fairness_indicators.md,tensorflow/tfx,docs/guide/fairness_indicators.md
fairness_indicators,https://github.com/facebookresearch/vissl/blob/94def58538d3c7037f5e093196494331eea1a2a2/projects/fairness_indicators/README.md,facebookresearch/vissl,projects/fairness_indicators/README.md
fairness_indicators,https://github.com/tensorflow/model-analysis/blob/a4dc1e75e770156263fd626fc87590ba26b23c47/tensorflow_model_analysis/addons/fairness/metrics/fairness_indicators.py,tensorflow/model-analysis,tensorflow_model_analysis/addons/fairness/metrics/fairness_indicators.py
fairness_indicators,https://github.com/https-deeplearning-ai/machine-learning-engineering-for-production-public/blob/ad48891892215dcadb3e79597b006c4cd417ee89/course3/week4-ungraded-lab/C3_W4_Lab_3_Fairness_Indicators.ipynb,https-deeplearning-ai/machine-learning-engineering-for-production-public,course3/week4-ungraded-lab/C3_W4_Lab_3_Fairness_Indicators.ipynb
fairness_indicators,https://github.com/Building-ML-Pipelines/building-machine-learning-pipelines/blob/8862436d291a330d772dc59e104c4ba0a6d64b5a/requirements/requirements.txt,Building-ML-Pipelines/building-machine-learning-pipelines,requirements/requirements.txt
fairness_indicators,https://github.com/PAIR-code/what-if-tool/blob/6f7ec55e3116a29b1236a4533bd0586e1d601fae/website/src/index.md,PAIR-code/what-if-tool,website/src/index.md
fairness_indicators,https://github.com/tensorflow/fairness-indicators/blob/70da8f0bb7f67746c95b29c9c4b3a70e46db62a9/g3doc/tutorials/Facessd_Fairness_Indicators_Example_Colab.ipynb,tensorflow/fairness-indicators,g3doc/tutorials/Facessd_Fairness_Indicators_Example_Colab.ipynb
fairness_indicators,https://github.com/WeilerWebServices/TensorFlow/blob/36eb6994d36674604973a06159e73187087f51c6/workshops/tfx_labs/Lab_7_Fairness_Indicators.ipynb,WeilerWebServices/TensorFlow,workshops/tfx_labs/Lab_7_Fairness_Indicators.ipynb
fairness_indicators,https://github.com/mridul-eecs/portfolio/blob/d67187a39c50c8323080337b93ded0ef432998ce/Toys/Lab_3_Fairness_Indicators.ipynb,mridul-eecs/portfolio,Toys/Lab_3_Fairness_Indicators.ipynb
fairness_indicators,https://github.com/anyaconda/my-tensorflow-2021/blob/d49fd7744a5e1f3d4421d25fdf428fae4ee313d5/tf_tutorial_Fairness_Indicators_Example_Colab.ipynb,anyaconda/my-tensorflow-2021,tf_tutorial_Fairness_Indicators_Example_Colab.ipynb
"import WitWidget, WitConfigBuilder",https://github.com/PAIR-code/what-if-tool/blob/6f7ec55e3116a29b1236a4533bd0586e1d601fae/xgboost_caip.ipynb,PAIR-code/what-if-tool,xgboost_caip.ipynb
