Keyword,Title,URL
import aif360,Integrating FairXplainer with AIF360,https://github.com/Trusted-AI/AIF360/pull/450
import aif360,Add methods for dealing with fairness in rankings,https://github.com/Trusted-AI/AIF360/pull/461
import aif360,Refactor openml_datasets.py,https://github.com/Trusted-AI/AIF360/pull/471
import aif360,Update README.md,https://github.com/Trusted-AI/AIF360/pull/243
import aif360,Added Area under Receiving Operating Characteristic curve ,https://github.com/Trusted-AI/AIF360/pull/76
import aif360,Installed all functionalities of aif360,https://github.com/divyaamin9825/AIF360/pull/1
import aif360,Update data_preproc_functions.py to solve conversion to float issue,https://github.com/Trusted-AI/AIF360/pull/498
fairlearn,Upgrade to Fairlearn v0.9.0,https://github.com/microsoft/responsible-ai-toolbox/pull/2195
fairlearn,Main,https://github.com/Actable-AI/actableai-lib/pull/353
fairlearn,[pull] main from fairlearn:main,https://github.com/kp-forks/fairlearn/pull/89
fairlearn,Installed all functionalities of aif360,https://github.com/Trusted-AI/AIF360/pull/493
fairlearn,DOC Changing the dataset from Adult to Diabetes Hospital in Getting Started,https://github.com/fairlearn/fairlearn/pull/1310
fairlearn,Remove scikit-fairness - has merged with fairlearn,https://github.com/datamllab/awesome-fairness-in-ai/pull/6
fairlearn,Initial version [DEPRECATED],https://github.com/fairlearn/governance/pull/1
fairlearn,"ENH Add post-processing algorithm ""Discrimination Aware Decision Tree Learning"" by Kamiran et al.",https://github.com/fairlearn/fairlearn/pull/1057
fairlearn,Add CDF_DemographicParity for regression,https://github.com/fairlearn/fairlearn/pull/563
fairlearn,WIP: threshold optimizer with relaxed fairness constraint fulfillment,https://github.com/fairlearn/fairlearn/pull/1248
import fairlearn,Installed all functionalities of aif360,https://github.com/Trusted-AI/AIF360/pull/493
import fairlearn,fix indexing bug with DatFrames & null weights ,https://github.com/MiroDudik/fairlearn/pull/1
import fairlearn,"ENH add mitigation algorithm ""Mechanisms for Fair Classification"" by Zafar et al. ",https://github.com/fairlearn/fairlearn/pull/1043
import fairlearn,Fair,https://github.com/jsharpna/autogluon/pull/1
import fairlearn,Bump y18n from 4.0.0 to 4.0.1 in /fairlearn/widget/js,https://github.com/leijie-wang/fair_regression_revised/pull/14
import fairlearn,Bump node-fetch from 2.6.0 to 2.6.7 in /fairlearn/widget/js,https://github.com/leijie-wang/fair_regression_revised/pull/34
import fairlearn,ENH Add ranking metrics,https://github.com/fairlearn/fairlearn/pull/974
import fairlearn,FEAT Synthetic dataset creation,https://github.com/fairlearn/fairlearn/pull/907
import fairlearn,Bump node-fetch from 2.6.0 to 2.6.7 in /fairlearn/widget/js,https://github.com/acholonu/fairlearn/pull/13
import fairlearn,Adding Thresholder and RejectOptionClassifier ,https://github.com/fairlearn/fairlearn/pull/997
wit google,"7 new services, tags override settings, included python modules",https://github.com/rroessler1/speech-to-text/pull/12
wit google,Implementation of steering wheel position,https://github.com/CameronLR/FS_DAQ_System/pull/30
wit google,HH-04 async get folders wit top count searching in java file and google,https://github.com/kincajou/hh-school/pull/12
wit google,Add Secret Manager Lookup plugins,https://github.com/ansible-collections/google.cloud/pull/357
wit google,Actions Board View Rule,https://github.com/fabric8-services/fabric8-wit/pull/2249
wit google,Sourcery refactored master branch,https://github.com/jamespacileo/speech_recognition/pull/1
wit google,FEATURE: Doctrine rollback command,https://github.com/neos/flow-development-collection/pull/2938
wit google,Update speechrecognition to 3.10.0,https://github.com/Harmon758/Harmonbot/pull/5221
wit google,Social suggestions,https://github.com/facile-it/facile-it.github.io/pull/75
wit google,Configure Renovate,https://github.com/Rubix982/Messages-With-Hope---Public-Ver/pull/5
fairness_indicator,filter component commit,https://github.com/tensorflow/tfx-addons/pull/158
fat-forensics,Background check,https://github.com/fat-forensics/fat-forensics/pull/31
fat-forensics,Python 3.8 bump and FAT Forensics overview update,https://github.com/fat-forensics/resources/pull/5
fat-forensics,sys/vfs: add file-system auto-mount,https://github.com/RIOT-OS/RIOT/pull/17341
fat-forensics,Target and Similarity calculation implementation and refactor,https://github.com/piotromashov/baycon/pull/1
fat-forensics,"Add FAT 32 Forensics (Desjardins) challenge + a small ""looking for interns"" text.",https://github.com/UnitedCTF/UnitedCTF-2021/pull/1
fat-forensics,[RFC] Stage 1 - Linux event model,https://github.com/elastic/ecs/pull/1684
fat-forensics,FAT Forensics reference,https://github.com/EthicalML/awesome-artificial-intelligence-guidelines/pull/6
fat-forensics,Client.get_dataset to always create Futures attached to itself,https://github.com/dask/distributed/pull/3729
fat-forensics,Surrogates,https://github.com/fat-forensics/fat-forensics/pull/29
fat-forensics,[READY][PAID CODE] economy PR,https://github.com/tgstation/tgstation/pull/40312
import aif360,Installed all functionalities of aif360,https://github.com/Trusted-AI/AIF360/pull/493
import aif360,Download LawSchool dataset directly from SEAPHE,https://github.com/Trusted-AI/AIF360/pull/492
import aif360,Add orange3-fairness,https://github.com/conda-forge/staged-recipes/pull/24166
import aif360,Integrating FairXplainer with AIF360,https://github.com/Trusted-AI/AIF360/pull/450
import aif360,Add methods for dealing with fairness in rankings,https://github.com/Trusted-AI/AIF360/pull/461
import aif360,Refactor openml_datasets.py,https://github.com/Trusted-AI/AIF360/pull/471
import aif360,Update README.md,https://github.com/Trusted-AI/AIF360/pull/243
import aif360,Added Area under Receiving Operating Characteristic curve ,https://github.com/Trusted-AI/AIF360/pull/76
import aif360,Installed all functionalities of aif360,https://github.com/divyaamin9825/AIF360/pull/1
import aif360,Update data_preproc_functions.py to solve conversion to float issue,https://github.com/Trusted-AI/AIF360/pull/498
fairlearn,Upgrade to Fairlearn v0.9.0,https://github.com/microsoft/responsible-ai-toolbox/pull/2195
fairlearn,Main,https://github.com/Actable-AI/actableai-lib/pull/353
fairlearn,[pull] main from fairlearn:main,https://github.com/kp-forks/fairlearn/pull/89
fairlearn,Installed all functionalities of aif360,https://github.com/Trusted-AI/AIF360/pull/493
fairlearn,DOC Changing the dataset from Adult to Diabetes Hospital in Getting Started,https://github.com/fairlearn/fairlearn/pull/1310
fairlearn,Remove scikit-fairness - has merged with fairlearn,https://github.com/datamllab/awesome-fairness-in-ai/pull/6
fairlearn,Initial version [DEPRECATED],https://github.com/fairlearn/governance/pull/1
fairlearn,"ENH Add post-processing algorithm ""Discrimination Aware Decision Tree Learning"" by Kamiran et al.",https://github.com/fairlearn/fairlearn/pull/1057
fairlearn,Add CDF_DemographicParity for regression,https://github.com/fairlearn/fairlearn/pull/563
fairlearn,WIP: threshold optimizer with relaxed fairness constraint fulfillment,https://github.com/fairlearn/fairlearn/pull/1248
import fairlearn,Installed all functionalities of aif360,https://github.com/Trusted-AI/AIF360/pull/493
import fairlearn,fix indexing bug with DatFrames & null weights ,https://github.com/MiroDudik/fairlearn/pull/1
import fairlearn,"ENH add mitigation algorithm ""Mechanisms for Fair Classification"" by Zafar et al. ",https://github.com/fairlearn/fairlearn/pull/1043
import fairlearn,Fair,https://github.com/jsharpna/autogluon/pull/1
import fairlearn,Bump y18n from 4.0.0 to 4.0.1 in /fairlearn/widget/js,https://github.com/leijie-wang/fair_regression_revised/pull/14
import fairlearn,Bump node-fetch from 2.6.0 to 2.6.7 in /fairlearn/widget/js,https://github.com/leijie-wang/fair_regression_revised/pull/34
import fairlearn,ENH Add ranking metrics,https://github.com/fairlearn/fairlearn/pull/974
import fairlearn,FEAT Synthetic dataset creation,https://github.com/fairlearn/fairlearn/pull/907
import fairlearn,Bump node-fetch from 2.6.0 to 2.6.7 in /fairlearn/widget/js,https://github.com/acholonu/fairlearn/pull/13
import fairlearn,Adding Thresholder and RejectOptionClassifier ,https://github.com/fairlearn/fairlearn/pull/997
wit google,"7 new services, tags override settings, included python modules",https://github.com/rroessler1/speech-to-text/pull/12
wit google,Implementation of steering wheel position,https://github.com/CameronLR/FS_DAQ_System/pull/30
wit google,HH-04 async get folders wit top count searching in java file and google,https://github.com/kincajou/hh-school/pull/12
wit google,Add Secret Manager Lookup plugins,https://github.com/ansible-collections/google.cloud/pull/357
wit google,Actions Board View Rule,https://github.com/fabric8-services/fabric8-wit/pull/2249
wit google,FEATURE: Doctrine rollback command,https://github.com/neos/flow-development-collection/pull/2938
wit google,Sourcery refactored master branch,https://github.com/jamespacileo/speech_recognition/pull/1
wit google,Update speechrecognition to 3.10.0,https://github.com/Harmon758/Harmonbot/pull/5221
wit google,Social suggestions,https://github.com/facile-it/facile-it.github.io/pull/75
wit google,Configure Renovate,https://github.com/Rubix982/Messages-With-Hope---Public-Ver/pull/5
fairness_indicator,filter component commit,https://github.com/tensorflow/tfx-addons/pull/158
fat-forensics,Background check,https://github.com/fat-forensics/fat-forensics/pull/31
fat-forensics,Python 3.8 bump and FAT Forensics overview update,https://github.com/fat-forensics/resources/pull/5
fat-forensics,sys/vfs: add file-system auto-mount,https://github.com/RIOT-OS/RIOT/pull/17341
fat-forensics,Target and Similarity calculation implementation and refactor,https://github.com/piotromashov/baycon/pull/1
fat-forensics,"Add FAT 32 Forensics (Desjardins) challenge + a small ""looking for interns"" text.",https://github.com/UnitedCTF/UnitedCTF-2021/pull/1
fat-forensics,[RFC] Stage 1 - Linux event model,https://github.com/elastic/ecs/pull/1684
fat-forensics,FAT Forensics reference,https://github.com/EthicalML/awesome-artificial-intelligence-guidelines/pull/6
fat-forensics,Client.get_dataset to always create Futures attached to itself,https://github.com/dask/distributed/pull/3729
fat-forensics,Surrogates,https://github.com/fat-forensics/fat-forensics/pull/29
fat-forensics,[READY][PAID CODE] economy PR,https://github.com/tgstation/tgstation/pull/40312
