Keyword,Repository Name,Author,Message,Commit URL
import aequitas,dssg/triage,Kit Rodolfa,"fix sorting of dataframe for aequitas calculations during evaluations (#858)

* fix sorting of dataframe for aequitas calculations during evaluations

* some cleanup

* remove pdb import

* add checks to ensure protected dataframe and labels have same index values and number",https://github.com/dssg/triage/commit/46e96d3f9df1494b096369ae4b1847b1197e8f0e
import aequitas,pylava/pylava,Kirill Klenov,"Merge pull request #61 from aequitas/develop

Mark all star import related messages with W0401.",https://github.com/pylava/pylava/commit/3123578125a9d846ff9ea1db6a7caa53dbf1bc52
import aequitas,klen/pylama,Kirill Klenov,"Merge pull request #61 from aequitas/develop

Mark all star import related messages with W0401.",https://github.com/klen/pylama/commit/3123578125a9d846ff9ea1db6a7caa53dbf1bc52
import aequitas,jemrobinson/data-safe-haven-old,Martin O'Reilly,"Merge branch 'DSSG-SUMMER2019' into add-troubleshooting

* DSSG-SUMMER2019: (189 commits)
  Increased PyPI disk size to 8 TB
  Make DSG10 Tier 2 with RDS inbound connections fron internet
  Make DSG10 Tier 3 with RDS access from Internet
  Updated DSG configs to use 0.1.2019061600
  Removed comment lines
  Updated package tests
  Switched to MarkupSafe and Fiona as test PyPI packages since they are on the Tier-3 whitelist
  Working build
  Removed aequitas from installed list (same as for triage).
  Set explicit flask version (for aequitas) and allow pycharm failure without killing the build.
  Removed outdated code path
  Updated python import testing
  Simplify python tests now there is only one list
  Updated python test file naming
  Fixed R packages: PReMiuM, rgdal, tmap
  Updated broken spark hash
  Removed GPy (explicitly not installable on python>3.6)
  Removed triage from installed packages but added to python packages whitelist
  Removed aequitas from python 2.7
  Updated spark version. Switched to SHA256 for verification.
  ...",https://github.com/jemrobinson/data-safe-haven-old/commit/1d19fe59b33dda80fe27388f1ae31e1f610f2e11
import aequitas,alan-turing-institute/data-safe-haven,Martin O'Reilly,"Merge branch 'DSSG-SUMMER2019' into add-troubleshooting

* DSSG-SUMMER2019: (189 commits)
  Increased PyPI disk size to 8 TB
  Make DSG10 Tier 2 with RDS inbound connections fron internet
  Make DSG10 Tier 3 with RDS access from Internet
  Updated DSG configs to use 0.1.2019061600
  Removed comment lines
  Updated package tests
  Switched to MarkupSafe and Fiona as test PyPI packages since they are on the Tier-3 whitelist
  Working build
  Removed aequitas from installed list (same as for triage).
  Set explicit flask version (for aequitas) and allow pycharm failure without killing the build.
  Removed outdated code path
  Updated python import testing
  Simplify python tests now there is only one list
  Updated python test file naming
  Fixed R packages: PReMiuM, rgdal, tmap
  Updated broken spark hash
  Removed GPy (explicitly not installable on python>3.6)
  Removed triage from installed packages but added to python packages whitelist
  Removed aequitas from python 2.7
  Updated spark version. Switched to SHA256 for verification.
  ...",https://github.com/alan-turing-institute/data-safe-haven/commit/1d19fe59b33dda80fe27388f1ae31e1f610f2e11
import aequitas,CartoDB/cartodb,Javier Arce,"Merge branch 'develop' of github.com:CartoDB/cartodb20 into develop

* 'develop' of github.com:CartoDB/cartodb20:
  fixed visibility persist
  no georef data dialog correctly showed
  fixed #2379
  fixed bindGeocoder function in background importer
  fixed georeference no data dialog
  activated geocoding again
  new cdb updated
  unbind stuff
  preliminary importer interface
  fixed fucking green bar in map view
  fixed green bar in the table
  do not change the query after an update/insert
  Fix name synchronization issues between table and visualization
  check if saved attributes in header changed in the back end
  added tranlate function
  clean up
  Refactor Visualization::Member validations - removing Aequitas",https://github.com/CartoDB/cartodb/commit/df168778fe4b2ba9b04b947aba82bd8a3ccd05df
import aequitas,pvijayfullstack/cartodb,Javier Arce,"Merge branch 'develop' of github.com:CartoDB/cartodb20 into develop

* 'develop' of github.com:CartoDB/cartodb20:
  fixed visibility persist
  no georef data dialog correctly showed
  fixed #2379
  fixed bindGeocoder function in background importer
  fixed georeference no data dialog
  activated geocoding again
  new cdb updated
  unbind stuff
  preliminary importer interface
  fixed fucking green bar in map view
  fixed green bar in the table
  do not change the query after an update/insert
  Fix name synchronization issues between table and visualization
  check if saved attributes in header changed in the back end
  added tranlate function
  clean up
  Refactor Visualization::Member validations - removing Aequitas",https://github.com/pvijayfullstack/cartodb/commit/d6ca0519056debb289ceca4388854def2067497a
import aequitas,great-expectations/great_expectations,kenwade4,"[MAINTENANCE] add --ignore-suppress and --ignore-only-for to build_gallery.py with bugfixes (#5802)

* Add 'dev' key to extras_require with all requirements

* Add ignore_suppress and ignore_only_for kwargs to choose to test more things sometimes

* Add requirements-dev-all-contrib-expectations.txt file

* Add protobuf to constraints-dev.txt

* Try to pip install everything in one go

* Make mypy requirement in contrib/cli be the same as for gx

* Comment aequitas out since it requires super old versions of flask/sqlalchemy

* Use correct import for contrib/cli package

* Add contrib packages to GE_DEV_DEPENDENCIES_EXCLUDED_FROM_TRACKING list

* Update build_gallery to get_expectation_impl inside try/except

* Use correct class name for some contrib Expectations and use correct package name

* Update convert_to_json_serializagle to handle LineString obj

* Remove old pip things in expectation_gallery pipeline

* Update pytest requirement in contrib/cli to match requirements-dev-lite.txt

* Ensure unique short options on the build_gallery.py script",https://github.com/great-expectations/great_expectations/commit/123c763f9ba6ef38b368fca1e03fd2236821aef1
import aequitas,mbj/vanguard,Markus Schirp,"Import aequitas under vanguard namespace

* This step was needed as this library was compleate rewritten till the
  days of dm-validations. Nearly 98% of the code was touched.
* Not a single API is compatible to dm-validations
* The history does not provide any real value in this cases, also we'd
  like to have a clean break between dm1 and rom (aka dm2).
* If any author of the early days would like to be listed under Credits,
  pls ping me. I'll happily add him.",https://github.com/mbj/vanguard/commit/e0ca044f6f100d36d04e0b43a22e59f16bde06c6
import aequitas,shadynagy232/aequitas,Loren Hinkson,"Issue 53: documentation and README update (#59)

* binary tp, fp, tn, fn cols for statistical significance

* IP: statistical significance notebook testing binary tp, fp, tn, fn cols method in style of get_crosstabs for easy integration

* Calculate significance of differences between ref group and all other groups for label, score, tp, tn, fp, fn

* mask and move significance methods to bias class

* ID ref groups for significance methods

* Asignificance calculation, predefinied ref group bias method

* Add significance calculation to all bias methods

* IP: significance indicator in plotting disparity method

* unmasked statistical significance signaling in treemaps (masked still has error)

* masked statistical significance signaling in treemaps complete for all disparity metrics

* Add method descriptions, dynamic significance asterisks in treemaps

* rm test statistical siginificance

* Layer check for siginificance columns in df before attempting treemap significance asterisks.

* remove hard-coded metrics to check from significance from majority bias calculation

* Delete encodings.xml

* progress on passing tests with min_metric designation

* begin min_metric bias attempt w/o multiple groupbys

* threshold cutoff exploration

* NaN error fixed on min_metric testing. To do: verify numpy version re: TypeError on numpy boolean subtract

* min_metric now possible with test 3 and test 4 csv

* fix for type error on numpy boolean subtract

* clean run of ipynb

* Update src/aequitas/bias.py

value error if non-existing column provided for significance calcs

Co-Authored-By: lorenh516 <loren.hinkson@gmail.com>

* review comments

* breaking up long lines so easier to read

* Update src/aequitas/bias.py

list comprehension

Co-Authored-By: lorenh516 <loren.hinkson@gmail.com>

* reduce fn, fp statistical significance sample size

* Update src/aequitas/bias.py

Co-Authored-By: lorenh516 <loren.hinkson@gmail.com>

* incorporating review comments

* Update src/aequitas/plotting.py

cleaner boolean comparison

Co-Authored-By: lorenh516 <loren.hinkson@gmail.com>

* COMPAS notebook works with all review comments

* standard ordering of columns in min-metric

* initial additions all metric significance, plotting to be fixed

* significance calc'ed for all metrics, df cols returned in expected order

* remove redundant intermediate sort

* docstrings

* alll the docstrings for RtD

* suppress warnings import cell

* add space before markdown headers

* markdown header formatting

* markdown latex error ppr_disparity

* markdown latex errors

* notebook phrasing

* RtD tweaks

* rtd docstrings

* bullets

* read the docs update

* update for RtD  post-significance PR

* update for RtD text

* RtD tweaks

* updated docs

* 30 seconds progress

* update readme

* swap order

* further reorg

* readme pics

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* disp fairness pic

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* change picture size

* Update README.rst

* update README with new image sizes and extension

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* Update README.rst

* spellcheck

* Update README.rst

* remove priorities section from landing page",https://github.com/shadynagy232/aequitas/commit/532b0bbd14ea246792c524ab61097e2656c83556
aequitas,aequitas-aod/aequitas-lib,semantic-release-bot,"chore(release): 1.0.0 [skip ci]

## 1.0.0 (2023-10-11)

### Features

* setup python project ([bf977a9](https://github.com/aequitas-aod/aequitas-lib/commit/bf977a9ef49b40ae8875e1aa87ba6f8c5036feac))

### Bug Fixes

* remove bak files ([583154a](https://github.com/aequitas-aod/aequitas-lib/commit/583154acff4a9b7216bf5d2363bf77782d21e196))

### General maintenance

* disable logging in released sourced ([419a23e](https://github.com/aequitas-aod/aequitas-lib/commit/419a23e59e6d627f35142554958cd18cb84750df))",https://github.com/aequitas-aod/aequitas-lib/commit/12cab62d15e4e1102fc36051990d18d53010bf31
aequitas,aequitas-aod/template-python-project,semantic-release-bot,"chore(release): 1.0.0 [skip ci]

## 1.0.0 (2023-10-12)

### Features

* add renaming script ([ed33dbc](https://github.com/aequitas-aod/template-python-project/commit/ed33dbc03a68a605e6df7a9465c6985ec9d1e130))
* first commit ([6ddc082](https://github.com/aequitas-aod/template-python-project/commit/6ddc08296facfe64fe912fcd00a255adb2806193))

### Dependency updates

* **deps:** node 18.18 ([73eec49](https://github.com/aequitas-aod/template-python-project/commit/73eec49c6fc53fe3158a0b94be99dcaf6eb328eb))
* **deps:** update dependencies ([0be2f8d](https://github.com/aequitas-aod/template-python-project/commit/0be2f8deb9b8218e509ea0926ceeb78a7a2baa70))
* **deps:** update python docker tag to v3.11.6 ([199ffe6](https://github.com/aequitas-aod/template-python-project/commit/199ffe6a498c6b26d358d97ac2ef7046da68e268))

### Bug Fixes

* readme ([f12fb0b](https://github.com/aequitas-aod/template-python-project/commit/f12fb0b17c08a18a7e145199234dc38d43fd0ddb))
* release workflow ([9c84ec1](https://github.com/aequitas-aod/template-python-project/commit/9c84ec1497a1f8c6c438a248107746df0fa7c612))
* renovate configuration ([0db8978](https://github.com/aequitas-aod/template-python-project/commit/0db89788ad8bef935fa97b77e7fa05aca749da28))

### Build and continuous integration

* enable semantic release ([648759b](https://github.com/aequitas-aod/template-python-project/commit/648759ba41fda0cad343493709a57bcb908f7229))
* fix release by installing correct version of node ([d809f17](https://github.com/aequitas-aod/template-python-project/commit/d809f17fc96c7295e0ec526161a56f558d49aa47))

### General maintenance

* **ci:** dry run release on testpypi for template project ([b90a25a](https://github.com/aequitas-aod/template-python-project/commit/b90a25a0f1f439e0bf548eec0bfae21b1f8c44b1))
* **ci:** use jq to parse package.json ([66af494](https://github.com/aequitas-aod/template-python-project/commit/66af494bc406d4b9b649153f910016cceb1b63ce))
* initial todo-list ([154e024](https://github.com/aequitas-aod/template-python-project/commit/154e024ac1bb8a1f1c99826ab2ed6a28e703a513))
* remove useless Dockerfile ([0272af7](https://github.com/aequitas-aod/template-python-project/commit/0272af71647e254f7622d38ace6000f0cbc7f17d))
* write some instructions ([7da9554](https://github.com/aequitas-aod/template-python-project/commit/7da9554a6e458c5fc253a222b295fbeb6a7862ec))",https://github.com/aequitas-aod/template-python-project/commit/d3b0c791fdf4d93194e560c1f6a6cc40736a34d8
aequitas,rbar34/fit4702_ml_fairness,Irate Walrus,chore: remove directed aequitas folder,https://github.com/rbar34/fit4702_ml_fairness/commit/4474b98a54a178e3ae58fd82a72f9522f39056cf
aequitas,rbar34/fit4702_ml_fairness,Irate Walrus,feat: add directed aequitas scripts,https://github.com/rbar34/fit4702_ml_fairness/commit/f19e9f1d07a2f7c3df712dba80b574a5a4325454
aequitas,rbar34/fit4702_ml_fairness,Ruben Barylak,un-dummy columns for aequitas,https://github.com/rbar34/fit4702_ml_fairness/commit/43d3292ca9a391cde584305544a0d62666a0dc5b
aequitas,rbar34/fit4702_ml_fairness,Ruben Barylak,add individual testing using aequitas,https://github.com/rbar34/fit4702_ml_fairness/commit/29f5f087eb75018119b97ac111059b5768248176
aequitas,rbar34/fit4702_ml_fairness,Irate Walrus,feat: add directed aequitas test scripts,https://github.com/rbar34/fit4702_ml_fairness/commit/00dd5415df6c098b31a3f04e9b6425d27cb2b05b
aequitas,rbar34/fit4702_ml_fairness,Irate-Walrus,chore: add aequitas to project,https://github.com/rbar34/fit4702_ml_fairness/commit/1342fbb8cdcebfc847fe9d76f532e08079881ce1
aequitas,rbar34/fit4702_ml_fairness,Ruben Barylak,save aequitas group fairness results to csv,https://github.com/rbar34/fit4702_ml_fairness/commit/118084e73398050b3de39518afa79eb913a04103
aequitas,rbar34/fit4702_ml_fairness,Ruben Barylak,test both predictions and random test output using aequitas,https://github.com/rbar34/fit4702_ml_fairness/commit/5d64aa1f7c287dd6149766b1a07bec595f51ec98
themis-ml,nyhackr/nyhackr,Michael Beigelmacher,Add Niels' paper on Themis ML,https://github.com/nyhackr/nyhackr/commit/95402381cbbfc70ce21df9d344bb7725aa6f2f68
themis-ml,Ishu1309/Machine-Learning,Ishu1309,Delete Themis-ML-ISHU.pdf,https://github.com/Ishu1309/Machine-Learning/commit/027054a05680c0425f94a7d8dad21a3c3ddcc955
themis-ml,cosmicBboy/themis-ml,cosmicBboy,clean up `Evaluating Themis-ml.ipynb`,https://github.com/cosmicBboy/themis-ml/commit/0fddc9c9fb4fbca774aa48baf7484f77dc653c76
themis-ml,cosmicBboy/themis-ml,cosmicBboy,add corrections to themis-ml paper,https://github.com/cosmicBboy/themis-ml/commit/8624f53cac5e9caa2de51b357a22ea0c7dda95f4
themis-ml,cosmicBboy/themis-ml,cosmicBboy,added themis-ml logo banner to docs,https://github.com/cosmicBboy/themis-ml/commit/9a4b6ed9750f6d63b40a6deb2ecdec2eec019855
themis-ml,RichardRossJr/Fairness-Scavenger-hunt,RichardRossJr,"Merge pull request #2 from RichardRossJr/C++-additions

Themis-ml",https://github.com/RichardRossJr/Fairness-Scavenger-hunt/commit/4d3a11badf4284b9044ca14448db348b7b295863
themis-ml,cosmicBboy/themis-ml,cosmicBboy,add themis_ml.datasets to setup.py,https://github.com/cosmicBboy/themis-ml/commit/35aff0d6631f766c42e31ff96a40f422ca47011f
themis-ml,cosmicBboy/themis-ml,cosmicBboy,add themis_ml to setup.py packages,https://github.com/cosmicBboy/themis-ml/commit/b3218ab5a6aedf9a6778aab1d81737aa60389967
drivendataorg/deon,orgTestCodacy11KRepos110MB/repo-9405-staged-recipes,Chris Burr,"Merge pull request #10799 from drivendataorg/deon

Add deon",https://github.com/orgTestCodacy11KRepos110MB/repo-9405-staged-recipes/commit/26e26e825da82f180719e8a713e7a576bce105c8
drivendataorg/deon,stanislavkononiuk/staged-recipes,stanislavkononiuk,"Merge pull request #10799 from drivendataorg/deon

Add deon",https://github.com/stanislavkononiuk/staged-recipes/commit/d82d19b24bff017d4e981386cec03b9b775fad39
drivendataorg/deon,conda-forge/staged-recipes,Chris Burr,"Merge pull request #10799 from drivendataorg/deon

Add deon",https://github.com/conda-forge/staged-recipes/commit/26e26e825da82f180719e8a713e7a576bce105c8
drivendataorg/deon,ndevenish/staged-recipes-detached,Chris Burr,"Merge pull request #10799 from drivendataorg/deon

Add deon",https://github.com/ndevenish/staged-recipes-detached/commit/26e26e825da82f180719e8a713e7a576bce105c8
fairkit-learn,INSPIRED-GMU/fairkit-learn,Brittany Johnson,Merge branch 'master' of https://github.com/brittjay0104/fairkit-learn,https://github.com/INSPIRED-GMU/fairkit-learn/commit/dbd667fb071b4daba702799876d652fe1953a2ab
fat-forensics,DeepnathG/fat16forensics,DeepnathG,Code is used to perform digital forensics on FAT 16 file systems,https://github.com/DeepnathG/fat16forensics/commit/105a97d2489db7eff2512284389aa2a1a874bb9b
fat-forensics,fat-forensics/fat-forensics,Kacper Sokol,Pointers to additional FAT Forensics resources,https://github.com/fat-forensics/fat-forensics/commit/fdf2fa29b0a7b4df6786b01aed1cc07dc3a1d66a
fat-forensics,EthicalML/awesome-artificial-intelligence-guidelines,Alejandro Saucedo,"Merge pull request #6 from fat-forensics/fat-forensics

FAT Forensics reference",https://github.com/EthicalML/awesome-artificial-intelligence-guidelines/commit/1ee23f787482bd0afa30a727f3b406313b4e3a00
fat-forensics,fat-forensics/Surrogates-Tutorial,Kacper Sokol,"General updates before publication

* Jupyter Notebooks re-execution
* Updated FAT Forensics reference
* Included Turing funding note",https://github.com/fat-forensics/Surrogates-Tutorial/commit/80c09c1f1f49554362c9952b025ae7499d50990f
fat-forensics,piotromashov/baycon,Piotr Romashov,Start FAT-Forensics baseline,https://github.com/piotromashov/baycon/commit/baeff5fd628bb71a7003d9e0febd33bc05c5060c
fat-forensics,piotromashov/baycon,Piotr Romashov,Format datasets for fat-forensics,https://github.com/piotromashov/baycon/commit/c3e6a4044fcb60dfcee5ebdbfef610093688ef2b
fat-forensics,piotromashov/baycon,Piotr Romashov,Rename fat forensics folder to match PEP8,https://github.com/piotromashov/baycon/commit/b8cf54375a11621a0a22f525a996f34b9619aeb4
fat-forensics,piotromashov/baycon,Piotr Romashov,Add metrics to fat-forensics and refactor,https://github.com/piotromashov/baycon/commit/2668bfa9f6a0f8ddebb5ff21d1e47c91b6102540
fat-forensics,So-Cool/bLIMEy,Kacper Sokol,"LIMEtree code (#3)

* Linear surrogates
* Full experiments
* IJCAI-ification
* Better segmentation
* Remote execution
* LIMEtree experiment code and notebook
* LIMEtree experiment executor
* LIMEtree experiment executor fix
* LIMEtree segmentation fix
* LIMEtree FAT Forensics experiment fix
* IJCAI 2023 -> ECML-PKDD 2023 (Journal Track)
* FAT Forensics 0.1.2 compatibility
* Compatibility with FAT Forensics 0.1.2 segmenter fix
* Ignore plots in tests
* Figure resize
* LIMEtree experiments notebook cleanup
* Figure path fix
* Match Python path mid-output stream
* Fix random probabilities for trees
* LIME loss calculation fix for LIMEtree
* Compute loss only for the tree modelling all the classes
* Experiment notebook update
* Improved numerical precision in tests
* Numerical e-precision
* 2-long numerical precision testing",https://github.com/So-Cool/bLIMEy/commit/bd6388c3f10a8bbe59bc7f518c177a50873e8c5c
fat-forensics,EthicalML/awesome-artificial-intelligence-guidelines,Kacper Sokol,FAT Forensics reference,https://github.com/EthicalML/awesome-artificial-intelligence-guidelines/commit/e2be591ffd5839bf67c6797c39b77cfb0691b201
import fairness_indicators,google/eng-edu,Sanders Kleinfeld,"Merge pull request #55 from kevinrobinson/patch/fairness-indicators-25-import

Fairness Indicators: Update example util import for 0.25",https://github.com/google/eng-edu/commit/435e8783cee2c6c5fadc72130520644a447323b8
import fairness_indicators,google/eng-edu,kevinrobinson,Fairness Indicators: Update example util import for 0.25,https://github.com/google/eng-edu/commit/5a60bb3899923fb34930b40de261595f2783a383
import fairness_indicators,google/eng-edu,Jeremy Hurwitz,"Update fairness_text_toxicity_part1.ipynb installs (#77)

* Update fairness_text_toxicity_part1.ipynb installs

1. Use a modern version of the fairness-indicators, and unpin the other dependencies to match.
2. Fix the `import util` line to match its current location.
3. A few small cosmetic changes.

Note that this is the exact result of exporting the colab to .ipynb. It appears that there are a few cosmetic changes to the output, I'm assuming due to changes in colab. I can revert those if desired.

* Update fairness_text_toxicity_part1.ipynb

Remove extraneous diff",https://github.com/google/eng-edu/commit/65fabeeb8376dd631819dcedf0e6620d8c4caac0
